Protein,RNA,Label
Q9C0J8,DNMBP-AS1,1
Q9C0J8,DOCK9-AS1,1
Q9C0J8,DPYD-AS1,1
P14866,DPYD-IT1,1
Q9C0J8,DPYD-IT1,1
P14866,DSCAM-IT1,1
P55265,DSCAM-IT1,1
Q9C0J8,DSCAM-IT1,1
Q9C0J8,DSCR10,1
P55265,DSCR8,1
Q9C0J8,DSCR8,1
P55265,DSCR9,1
Q9C0J8,DSCR9,1
P14866,E2F3-IT1,1
Q9C0J8,E2F3-IT1,1
Q9C0J8,EAF1-AS1,1
Q9C0J8,EFCAB14-AS1,1
P55265,EFCAB6-AS1,1
Q9C0J8,EFCAB6-AS1,1
Q9C0J8,EGFLAM-AS3,1
Q9C0J8,EGFLAM-AS4,1
Q9C0J8,EGFR-AS1,1
Q9C0J8,EHHADH-AS1,1
Q9C0J8,ELMO1-AS1,1
P55265,ELOVL2-AS1,1
Q9C0J8,ELOVL2-AS1,1
P55265,EMX2OS,1
Q9C0J8,EMX2OS,1
Q5T481,EMX2OS,1
Q9C0J8,ENO1-AS1,1
P55265,ENTPD1-AS1,1
Q9C0J8,ENTPD1-AS1,1
P55265,ENTPD3-AS1,1
Q9C0J8,ENTPD3-AS1,1
Q9C0J8,EPB41L4A-AS1,1
Q8TB72,EPB41L4A-AS1,1
Q96PU8,EPB41L4A-AS1,1
P14866,EPHA1-AS1,1
Q9C0J8,EPHA1-AS1,1
Q9UKA9,EPN2-AS1,1
Q9C0J8,ERI3-IT1,1
Q9C0J8,ERVH48-1,1
Q9C0J8,EXTL3-AS1,1
Q9C0J8,EZR-AS1,1
Q9C0J8,FAM13A-AS1,1
P55265,FAM155A-IT1,1
Q9C0J8,FAM155A-IT1,1
Q9C0J8,FAM157C,1
Q9C0J8,FAM170B-AS1,1
P55265,FAM181A-AS1,1
Q9C0J8,FAM181A-AS1,1
P55265,FAM182A,1
Q9C0J8,FAM182B,1
Q9C0J8,FAM201A,1
Q9C0J8,FAM222A-AS1,1
P55265,FAM66D,1
Q9C0J8,FAM66D,1
P55265,FAM74A1,1
Q9C0J8,FAM83A-AS1,1
Q9C0J8,FAM83C-AS1,1
Q9C0J8,FAM85B,1
Q9C0J8,FAR1-IT1,1
Q9C0J8,FARP1-AS1,1
Q9C0J8,FBXL19-AS1,1
Q5T481,FBXL19-AS1,1
Q9C0J8,FENDRR,1
P55265,FER1L6-AS1,1
Q9C0J8,FER1L6-AS1,1
Q9C0J8,FER1L6-AS2,1
Q9C0J8,FEZF1-AS1,1
P55265,FGD5-AS1,1
Q9C0J8,FGD5-AS1,1
Q8TB72,FGD5-AS1,1
Q9C0J8,FGF12-AS1,1
Q9C0J8,FGF12-AS2,1
Q9C0J8,FGF12-AS3,1
Q9C0J8,FGF13-AS1,1
Q9C0J8,FGF14-AS1,1
P14866,FGF14-IT1,1
P55265,FGF14-IT1,1
Q9C0J8,FGF14-IT1,1
Q6ZN17,FLG-AS1,1
Q9C0J8,FLG-AS1,1
Q8TB72,FLG-AS1,1
Q9C0J8,FLNB-AS1,1
Q9UKA9,FLNB-AS1,1
Q9C0J8,FMR1-AS1,1
P55265,FMR1-IT1,1
Q9C0J8,FMR1-IT1,1
P14866,FNDC1-IT1,1
Q9C0J8,FOXD2-AS1,1
Q9C0J8,FOXP1-AS1,1
Q9C0J8,FOXP1-IT1,1
P55265,FRMD6-AS2,1
Q9C0J8,FRMD6-AS2,1
Q9C0J8,FRMPD4-AS1,1
P55265,FTX,1
Q9C0J8,FTX,1
Q9UKA9,FTX,1
Q93062,FTX,1
Q5T481,FTX,1
Q9C0J8,GABPB1-AS1,1
Q9C0J8,GACAT1,1
Q9C0J8,GAS5,1
Q9UKA9,GAS5,1
Q8TB72,GAS5,1
Q96PU8,GAS5,1
Q5T481,GAS5,1
P38432,GAS5,1
Q9C0J8,GAS5-AS1,1
P55265,GAS6-AS1,1
Q9C0J8,GAS6-AS1,1
Q9C0J8,GATA3-AS1,1
Q9C0J8,GATA6-AS1,1
Q9C0J8,GDNF-AS1,1
Q9C0J8,GHRLOS,1
Q9C0J8,GK-AS1,1
P14866,GK-IT1,1
Q9C0J8,GLIS3-AS1,1
Q9C0J8,GLYCTK-AS1,1
P55265,GNG12-AS1,1
Q9C0J8,GNG12-AS1,1
Q9C0J8,GOLGA8M,1
Q9C0J8,GPC5-AS1,1
P14866,GPC5-IT1,1
P55265,GPC5-IT1,1
Q9C0J8,GPC5-IT1,1
Q9C0J8,GPC6-AS1,1
P55265,GPC6-AS2,1
Q9C0J8,GPC6-AS2,1
P55265,GPR158-AS1,1
Q9C0J8,GPR158-AS1,1
P55265,GRM5-AS1,1
Q9C0J8,GRM5-AS1,1
Q9C0J8,GRM7-AS1,1
Q9C0J8,GRM7-AS3,1
Q9C0J8,GRTP1-AS1,1
Q9C0J8,GS1-124K5.4,1
P55265,GS1-24F4.2,1
Q9C0J8,GS1-24F4.2,1
Q93062,GS1-24F4.2,1
Q9C0J8,GS1-594A7.3,1
Q9C0J8,GS1-600G8.3,1
Q9C0J8,GYG2-AS1,1
Q9C0J8,H19,1
Q9UKA9,H19,1
Q9C0J8,H1FX-AS1,1
Q9C0J8,HAND2-AS1,1
Q9C0J8,HAR1B,1
Q9C0J8,HAS2-AS1,1
P55265,HCG11,1
Q9C0J8,HCG11,1
Q8TB72,HCG11,1
Q5T481,HCG11,1
Q9C0J8,HCG14,1
Q9C0J8,HCG15,1
Q9C0J8,HCG17,1
Q93062,HCG17,1
Q9C0J8,HCG18,1
Q93062,HCG18,1
Q9C0J8,HCG20,1
Q9C0J8,HCG23,1
Q9C0J8,HCG24,1
Q9C0J8,HCG25,1
Q9C0J8,HCG27,1
P55265,HCP5,1
Q9C0J8,HCP5,1
Q9C0J8,HDAC11-AS1,1
P14866,HECW1-IT1,1
Q9C0J8,HECW1-IT1,1
Q9C0J8,HEXA-AS1,1
Q9C0J8,HHATL-AS1,1
Q9C0J8,HHIP-AS1,1
Q9C0J8,HIF1A-AS1,1
Q9C0J8,HIF1A-AS2,1
Q9C0J8,HLA-F-AS1,1
Q9C0J8,HLCS-IT1,1
P55265,HLTF-AS1,1
Q9C0J8,HLTF-AS1,1
Q9C0J8,HM13-IT1,1
Q9C0J8,HMBOX1-IT1,1
Q9C0J8,HMGA1P4,1
Q9C0J8,HNF1A-AS1,1
Q9C0J8,HOTAIR,1
Q8TB72,HOTAIR,1
Q93062,HOTAIR,1
P55265,HOTAIRM1,1
Q9C0J8,HOTAIRM1,1
Q9C0J8,HOTTIP,1
Q9C0J8,HOXA11-AS,1
Q9C0J8,HOXA-AS2,1
Q9C0J8,HOXA-AS3,1
Q8TB72,HOXA-AS3,1
Q9C0J8,HOXB-AS1,1
Q9C0J8,HOXB-AS2,1
Q9C0J8,HOXB-AS4,1
Q9UKA9,HOXB-AS4,1
Q9C0J8,HOXC5,1
Q9C0J8,HOXC-AS1,1
Q9UKA9,HOXC-AS1,1
Q9C0J8,HOXC-AS2,1
Q9C0J8,HOXD-AS2,1
P55265,HPN-AS1,1
Q9C0J8,HPN-AS1,1
Q9C0J8,HTR3E-AS1,1
Q9C0J8,HYI-AS1,1
Q9C0J8,IDH1-AS1,1
Q9C0J8,IDI2-AS1,1
Q9C0J8,IFNG-AS1,1
Q9C0J8,IGF2-AS,1
Q9C0J8,IL20RB-AS1,1
Q9C0J8,IL21-AS1,1
Q9C0J8,IL21R-AS1,1
P55265,INHBA-AS1,1
Q9C0J8,INHBA-AS1,1
Q6ZN17,INTS6-AS1,1
Q9C0J8,INTS6-AS1,1
P55265,IPO9-AS1,1
Q9C0J8,IPO9-AS1,1
Q9C0J8,IQCF5-AS1,1
P55265,IQCH-AS1,1
Q9C0J8,IQCH-AS1,1
Q9C0J8,IQCJ-SCHIP1-AS1,1
P14866,ITCH-IT1,1
P55265,ITCH-IT1,1
Q9C0J8,ITCH-IT1,1
P55265,ITGB2-AS1,1
Q9C0J8,ITGB5-AS1,1
Q9C0J8,ITPK1-AS1,1
Q9C0J8,ITPKB-AS1,1
P14866,ITPKB-IT1,1
Q9C0J8,ITPKB-IT1,1
Q9C0J8,JAZF1-AS1,1
P55265,JPX,1
Q9C0J8,JPX,1
Q93062,JPX,1
Q5T481,JPX,1
P55265,JRKL-AS1,1
Q9C0J8,JRKL-AS1,1
Q9C0J8,KANSL1-AS1,1
Q9C0J8,KCNAB1-AS1,1
Q9C0J8,KCNAB1-AS2,1
Q9C0J8,KCNH1-IT1,1
P55265,KCNIP2-AS1,1
Q9C0J8,KCNIP2-AS1,1
Q9C0J8,KCNJ2-AS1,1
Q9C0J8,KCNQ1-AS1,1
P55265,KCNQ1OT1,1
Q9C0J8,KCNQ1OT1,1
Q9UKA9,KCNQ1OT1,1
P14866,KCNQ5-IT1,1
Q9C0J8,KCNQ5-IT1,1
Q9C0J8,KCTD21-AS1,1
Q9C0J8,KDM4A-AS1,1
P14866,KDM5C-IT1,1
Q9C0J8,KDM5C-IT1,1
Q9C0J8,KIF9-AS1,1
Q9C0J8,KIRREL3-AS1,1
Q9C0J8,KIRREL3-AS2,1
Q9C0J8,KIRREL3-AS3,1
Q9C0J8,KLF7-IT1,1
Q9C0J8,KLHL6-AS1,1
Q9C0J8,KRTAP5-AS1,1
Q9C0J8,KTN1-AS1,1
Q9C0J8,LAMTOR5-AS1,1
Q9C0J8,LARGE-AS1,1
Q9C0J8,LARGE-IT1,1
Q9C0J8,LARS2-AS1,1
Q9C0J8,LBX1-AS1,1
Q9C0J8,LBX2-AS1,1
P55265,LDLRAD4-AS1,1
Q9C0J8,LDLRAD4-AS1,1
Q6ZN17,LEF1-AS1,1
Q9C0J8,LEF1-AS1,1
P55265,LEMD1-AS1,1
Q9C0J8,LEMD1-AS1,1
Q9C0J8,LENG8-AS1,1
Q9C0J8,LGALS8-AS1,1
Q9C0J8,LHFPL3-AS1,1
Q9C0J8,LIFR-AS1,1
Q9C0J8,LIMD1-AS1,1
Q9C0J8,LINC00028,1
P55265,LINC00102,1
Q9C0J8,LINC00113,1
P55265,LINC00114,1
Q9C0J8,LINC00114,1
Q9C0J8,LINC00115,1
Q9C0J8,LINC00158,1
Q9C0J8,LINC00159,1
Q9C0J8,LINC00160,1
Q9C0J8,LINC00161,1
Q9C0J8,LINC00163,1
P55265,LINC00174,1
Q9C0J8,LINC00174,1
Q9C0J8,LINC00184,1
P55265,LINC00189,1
Q9C0J8,LINC00189,1
Q8TB72,LINC00205,1
Q9C0J8,LINC00210,1
Q9C0J8,LINC00211,1
Q9C0J8,LINC00221,1
Q9C0J8,LINC00222,1
P55265,LINC00229,1
Q9C0J8,LINC00229,1
Q9C0J8,LINC00237,1
Q9C0J8,LINC00240,1
Q9C0J8,LINC00242,1
Q9C0J8,LINC00243,1
P55265,LINC00265,1
Q9C0J8,LINC00265,1
P55265,LINC00266-1,1
Q9C0J8,LINC00266-1,1
Q9C0J8,LINC00269,1
P55265,LINC00271,1
Q9C0J8,LINC00271,1
Q9C0J8,LINC00272,1
Q9C0J8,LINC00273,1
Q9UKA9,LINC00273,1
Q86V81,LINC00273,1
Q9C0J8,LINC00276,1
P55265,LINC00278,1
Q9C0J8,LINC00278,1
Q9C0J8,LINC00280,1
Q9C0J8,LINC00283,1
Q9C0J8,LINC00284,1
P55265,LINC00290,1
Q9C0J8,LINC00290,1
Q9C0J8,LINC00293,1
Q5T481,LINC00294,1
Q9C0J8,LINC00297,1
P55265,LINC00299,1
Q9C0J8,LINC00299,1
P55265,LINC00303,1
Q9C0J8,LINC00303,1
Q9C0J8,LINC00304,1
Q9C0J8,LINC00305,1
P55265,LINC00308,1
Q9C0J8,LINC00308,1
P55265,LINC00309,1
Q9C0J8,LINC00309,1
Q9C0J8,LINC00310,1
Q9UKA9,LINC00310,1
Q9C0J8,LINC00311,1
Q9C0J8,LINC00313,1
Q9C0J8,LINC00314,1
Q9C0J8,LINC00315,1
Q9C0J8,LINC00316,1
Q9C0J8,LINC00317,1
Q9C0J8,LINC00319,1
Q9C0J8,LINC00320,1
Q9C0J8,LINC00322,1
Q9C0J8,LINC00323,1
P55265,LINC00324,1
Q9C0J8,LINC00324,1
Q8TB72,LINC00324,1
Q96PU8,LINC00324,1
Q5T481,LINC00324,1
Q9C0J8,LINC00326,1
Q9C0J8,LINC00327,1
Q9C0J8,LINC00331,1
Q9C0J8,LINC00332,1
Q9C0J8,LINC00333,1
Q9C0J8,LINC00334,1
Q9C0J8,LINC00336,1
Q9C0J8,LINC00337,1
Q9C0J8,LINC00339,1
Q9C0J8,LINC00342,1
Q9C0J8,LINC00343,1
Q9C0J8,LINC00347,1
Q9C0J8,LINC00348,1
P55265,LINC00351,1
Q9C0J8,LINC00351,1
Q9C0J8,LINC00353,1
Q9C0J8,LINC00354,1
Q9C0J8,LINC00355,1
Q9C0J8,LINC00358,1
Q9C0J8,LINC00365,1
Q9C0J8,LINC00366,1
Q9C0J8,LINC00378,1
P55265,LINC00379,1
Q9C0J8,LINC00379,1
Q9C0J8,LINC00381,1
Q9C0J8,LINC00392,1
Q9C0J8,LINC00393,1
Q9C0J8,LINC00395,1
Q9C0J8,LINC00400,1
Q9C0J8,LINC00402,1
Q9C0J8,LINC00410,1
Q9C0J8,LINC00423,1
P55265,LINC00426,1
Q9C0J8,LINC00426,1
Q9C0J8,LINC00427,1
Q9C0J8,LINC00433,1
Q9C0J8,LINC00442,1
Q9C0J8,LINC00443,1
P55265,LINC00446,1
Q9C0J8,LINC00446,1
Q9C0J8,LINC00448,1
Q9C0J8,LINC00449,1
P55265,LINC00457,1
Q9C0J8,LINC00457,1
Q9C0J8,LINC00458,1
P55265,LINC00461,1
Q9C0J8,LINC00461,1
Q8TB72,LINC00461,1
Q96PU8,LINC00461,1
Q9C0J8,LINC00462,1
P55265,LINC00467,1
Q9C0J8,LINC00467,1
Q5T481,LINC00467,1
P55265,LINC00469,1
Q9C0J8,LINC00469,1
P55265,LINC00470,1
Q9C0J8,LINC00470,1
Q9C0J8,LINC00471,1
Q9UKA9,LINC00472,1
Q5T481,LINC00472,1
P55265,LINC00476,1
Q9C0J8,LINC00476,1
Q9C0J8,LINC00477,1
Q9C0J8,LINC00482,1
Q9C0J8,LINC00485,1
P55265,LINC00486,1
Q9C0J8,LINC00486,1
Q9C0J8,LINC00487,1
Q9C0J8,LINC00488,1
Q9C0J8,LINC00489,1
Q9C0J8,LINC00491,1
Q9C0J8,LINC00492,1
Q9C0J8,LINC00494,1
Q9C0J8,LINC00498,1
Q9C0J8,LINC00499,1
Q9C0J8,LINC00501,1
Q9C0J8,LINC00502,1
Q9C0J8,LINC00504,1
P55265,LINC00507,1
Q9C0J8,LINC00507,1
P55265,LINC00511,1
Q9C0J8,LINC00511,1
Q9C0J8,LINC00514,1
Q9C0J8,LINC00515,1
Q9C0J8,LINC00517,1
Q96PU8,LINC00517,1
Q9C0J8,LINC00518,1
Q9C0J8,LINC00519,1
Q9C0J8,LINC00520,1
Q9C0J8,LINC00523,1
Q9C0J8,LINC00524,1
Q9C0J8,LINC00525,1
Q9C0J8,LINC00529,1
Q9C0J8,LINC00533,1
Q9C0J8,LINC00534,1
P55265,LINC00535,1
Q9C0J8,LINC00535,1
P55265,LINC00536,1
Q9C0J8,LINC00536,1
Q9C0J8,LINC00552,1
P55265,LINC00558,1
Q9C0J8,LINC00558,1
P55265,LINC00559,1
Q9C0J8,LINC00559,1
Q9C0J8,LINC00561,1
Q9C0J8,LINC00564,1
Q9C0J8,LINC00565,1
P55265,LINC00570,1
Q9C0J8,LINC00570,1
Q9C0J8,LINC00571,1
Q9C0J8,LINC00572,1
Q9C0J8,LINC00574,1
Q9C0J8,LINC00575,1
P55265,LINC00578,1
Q9C0J8,LINC00578,1
P55265,LINC00582,1
Q9C0J8,LINC00582,1
Q9C0J8,LINC00583,1
Q9C0J8,LINC00587,1
P55265,LINC00589,1
Q9C0J8,LINC00589,1
Q9C0J8,LINC00592,1
Q9C0J8,LINC00596,1
Q9C0J8,LINC00604,1
Q9C0J8,LINC00606,1
P55265,LINC00607,1
Q9C0J8,LINC00607,1
Q9C0J8,LINC00609,1
Q9C0J8,LINC00612,1
Q9C0J8,LINC00613,1
O75821,LINC00613,1
Q9C0J8,LINC00615,1
P55265,LINC00616,1
Q9C0J8,LINC00616,1
Q9C0J8,LINC00620,1
Q9C0J8,LINC00621,1
Q9C0J8,LINC00622,1
P55265,LINC00624,1
Q9C0J8,LINC00624,1
Q9C0J8,LINC00629,1
P55265,LINC00630,1
Q9C0J8,LINC00630,1
P55265,LINC00632,1
Q9C0J8,LINC00632,1
P55265,LINC00635,1
Q9C0J8,LINC00635,1
P55265,LINC00636,1
Q9C0J8,LINC00636,1
Q9C0J8,LINC00638,1
Q9C0J8,LINC00639,1
P55265,LINC00640,1
Q9C0J8,LINC00640,1
Q9C0J8,LINC00641,1
Q9C0J8,LINC00642,1
Q9C0J8,LINC00645,1
Q9C0J8,LINC00648,1
P55265,LINC00649,1
Q9C0J8,LINC00649,1
Q9C0J8,LINC00652,1
Q9C0J8,LINC00654,1
Q9C0J8,LINC00656,1
P55265,LINC00658,1
Q9C0J8,LINC00658,1
Q9C0J8,LINC00659,1
Q9C0J8,LINC00661,1
Q9C0J8,LINC00662,1
P14866,LINC00663,1
P55265,LINC00663,1
Q9C0J8,LINC00663,1
Q9C0J8,LINC00664,1
Q9C0J8,LINC00665,1
Q9C0J8,LINC00667,1
Q9C0J8,LINC00668,1
P55265,LINC00670,1
Q9C0J8,LINC00670,1
P55265,LINC00671,1
Q9C0J8,LINC00671,1
Q9C0J8,LINC00678,1
Q9C0J8,LINC00681,1
Q9C0J8,LINC00682,1
Q9C0J8,LINC00683,1
Q9C0J8,LINC00687,1
Q9C0J8,LINC00689,1
Q9C0J8,LINC00690,1
Q9C0J8,LINC00691,1
Q9C0J8,LINC00698,1
Q9C0J8,LINC00700,1
Q9C0J8,LINC00701,1
Q9C0J8,LINC00702,1
Q9C0J8,LINC00703,1
Q9C0J8,LINC00705,1
Q9C0J8,LINC00707,1
Q9C0J8,LINC00709,1
Q9C0J8,LINC00710,1
Q9C0J8,LINC00837,1
Q9C0J8,LINC00838,1
Q9C0J8,LINC00839,1
Q9C0J8,LINC00840,1
P55265,LINC00842,1
Q9C0J8,LINC00842,1
Q9C0J8,LINC00844,1
Q9C0J8,LINC00845,1
Q9C0J8,LINC00846,1
Q9C0J8,LINC00847,1
Q9C0J8,LINC00851,1
Q9C0J8,LINC00852,1
Q9C0J8,LINC00856,1
Q9C0J8,LINC00857,1
Q9C0J8,LINC00858,1
P55265,LINC00861,1
Q9C0J8,LINC00861,1
Q9C0J8,LINC00863,1
Q9C0J8,LINC00864,1
Q9C0J8,LINC00865,1
Q9C0J8,LINC00866,1
Q9C0J8,LINC00867,1
Q9C0J8,LINC00868,1
Q9C0J8,LINC00870,1
Q9C0J8,LINC00871,1
Q9C0J8,LINC00877,1
Q9C0J8,LINC00879,1
Q9C0J8,LINC00880,1
Q9C0J8,LINC00881,1
Q9C0J8,LINC00882,1
Q9C0J8,LINC00884,1
P55265,LINC00885,1
Q9C0J8,LINC00885,1
P55265,LINC00886,1
Q9C0J8,LINC00886,1
Q9C0J8,LINC00887,1
Q9C0J8,LINC00894,1
P55265,LINC00898,1
Q9C0J8,LINC00898,1
Q9C0J8,LINC00899,1
Q9C0J8,LINC00900,1
Q9C0J8,LINC00901,1
Q9C0J8,LINC00903,1
Q9C0J8,LINC00905,1
Q9C0J8,LINC00906,1
P55265,LINC00907,1
Q9C0J8,LINC00907,1
P55265,LINC00908,1
Q9C0J8,LINC00908,1
Q9C0J8,LINC00909,1
Q9C0J8,LINC00910,1
Q9C0J8,LINC00911,1
Q9C0J8,LINC00917,1
Q9C0J8,LINC00920,1
P55265,LINC00922,1
Q9C0J8,LINC00922,1
P55265,LINC00923,1
Q9C0J8,LINC00923,1
P55265,LINC00924,1
Q9C0J8,LINC00924,1
Q9C0J8,LINC00926,1
Q9C0J8,LINC00928,1
Q9C0J8,LINC00929,1
Q9C0J8,LINC00930,1
Q9C0J8,LINC00937,1
Q9C0J8,LINC00939,1
Q9C0J8,LINC00940,1
Q9C0J8,LINC00941,1
Q9C0J8,LINC00943,1
Q9C0J8,LINC00944,1
Q9C0J8,LINC00951,1
Q9C0J8,LINC00954,1
Q9C0J8,LINC00955,1
Q9C0J8,LINC00958,1
Q9C0J8,LINC00963,1
Q9C0J8,LINC00964,1
Q9C0J8,LINC00968,1
Q9C0J8,LINC00970,1
Q9C0J8,LINC00971,1
Q9C0J8,LINC00972,1
Q9C0J8,LINC00973,1
Q9C0J8,LINC00982,1
Q9C0J8,LINC00989,1
Q9C0J8,LINC-ROR,1
P55265,LIPE-AS1,1
Q9C0J8,LIPE-AS1,1
P55265,LMCD1-AS1,1
Q9C0J8,LMCD1-AS1,1
Q9C0J8,LMLN-AS1,1
Q9C0J8,LNX1-AS1,1
P55265,LOXL1-AS1,1
Q9C0J8,LOXL1-AS1,1
Q9C0J8,LPP-AS2,1
Q9C0J8,LRP4-AS1,1
Q9C0J8,LUCAT1,1
P55265,LY86-AS1,1
Q9C0J8,LY86-AS1,1
Q9C0J8,LZTS1-AS1,1
Q96PU8,LZTS1-AS1,1
Q9C0J8,MACC1-AS1,1
Q9C0J8,MACROD2-AS1,1
P14866,MACROD2-IT1,1
P55265,MACROD2-IT1,1
Q9C0J8,MACROD2-IT1,1
Q9C0J8,MAGEA8-AS1,1
Q9C0J8,MAGI1-AS1,1
Q9C0J8,MAGI2-AS3,1
Q8TB72,MAGI2-AS3,1
Q96PU8,MAGI2-AS3,1
Q5T481,MAGI2-AS3,1
Q9C0J8,MALAT1,1
Q9UKA9,MALAT1,1
Q8TB72,MALAT1,1
Q96PU8,MALAT1,1
Q93062,MALAT1,1
A0AV96,MALAT1,1
Q5T481,MALAT1,1
P38432,MALAT1,1
Q9C0J8,MAMDC2-AS1,1
Q9C0J8,MAP3K14-AS1,1
Q9C0J8,MAPKAPK5-AS1,1
P55265,MAPT-AS1,1
Q9C0J8,MAPT-AS1,1
Q9C0J8,MAST4-AS1,1
Q9C0J8,MATN1-AS1,1
Q9C0J8,MCM3AP-AS1,1
Q9UKA9,MCM3AP-AS1,1
Q8TB72,MCM3AP-AS1,1
Q96PU8,MCM3AP-AS1,1
Q93062,MCM3AP-AS1,1
Q5T481,MCM3AP-AS1,1
P55265,MDS2,1
Q9C0J8,MDS2,1
Q9C0J8,MED4-AS1,1
Q9C0J8,MEF2C-AS1,1
P55265,MEG3,1
Q9C0J8,MEG3,1
Q9C0J8,MEG8,1
Q9C0J8,MEIS1-AS2,1
Q9C0J8,MEIS1-AS3,1
Q9C0J8,MESTIT1,1
Q9C0J8,MIAT,1
Q9C0J8,MID1IP1-AS1,1
Q9C0J8,MIMT1,1
P55265,MIR137HG,1
Q9C0J8,MIR137HG,1
Q8TB72,MIR137HG,1
Q9C0J8,MIR155HG,1
Q8TB72,MIR155HG,1
P38432,MIR155HG,1
Q9C0J8,MIR17HG,1
Q5T481,MIR17HG,1
Q9C0J8,MIR181A1HG,1
Q9C0J8,MIR181A2HG,1
Q9UKA9,MIR181A2HG,1
Q5T481,MIR181A2HG,1
Q9C0J8,MIR205HG,1
Q5T481,MIR205HG,1
Q9C0J8,MIR210HG,1
Q5T481,MIR210HG,1
Q9C0J8,MIR22HG,1
Q5T481,MIR22HG,1
Q9C0J8,MIR31HG,1
Q5T481,MIR31HG,1
P55265,MIR4500HG,1
Q9C0J8,MIR4500HG,1
Q9C0J8,MIR503HG,1
P14866,MIR600HG,1
Q9C0J8,MIR600HG,1
Q9C0J8,MIR7-3HG,1
Q5T481,MIRLET7BHG,1
Q9C0J8,MIS18A-AS1,1
P55265,MKNK1-AS1,1
Q9C0J8,MKNK1-AS1,1
Q9C0J8,MLIP-AS1,1
Q9C0J8,MLIP-IT1,1
Q9C0J8,MME-AS1,1
Q9C0J8,MORC1-AS1,1
Q9C0J8,MORC2-AS1,1
Q9C0J8,MORF4L2-AS1,1
Q96PU8,MPRIP-AS1,1
Q9C0J8,MRPL23-AS1,1
P55265,MRVI1-AS1,1
Q9C0J8,MRVI1-AS1,1
Q9C0J8,MTUS2-AS1,1
Q9C0J8,MTUS2-AS2,1
Q9C0J8,MYB-AS1,1
Q9C0J8,MYCBP2-AS1,1
Q9C0J8,MYCBP2-AS2,1
P55265,MYLK-AS1,1
Q9C0J8,MYLK-AS1,1
Q9C0J8,MYO16-AS1,1
Q9C0J8,NAALADL2-AS2,1
Q9C0J8,NAALADL2-AS3,1
P55265,NALCN-AS1,1
Q9C0J8,NALCN-AS1,1
P55265,NAPA-AS1,1
Q9C0J8,NAPA-AS1,1
Q9C0J8,NARF-IT1,1
Q9C0J8,NAV2-AS2,1
Q9C0J8,NAV2-AS4,1
P55265,NBR2,1
Q9C0J8,NBR2,1
Q9C0J8,NCAM1-AS1,1
Q9C0J8,NCBP2-AS1,1
Q9C0J8,NCOA7-AS1,1
Q9C0J8,NDFIP2-AS1,1
Q9C0J8,NDUFB2-AS1,1
Q9C0J8,NEAT1,1
Q9UKA9,NEAT1,1
Q8TB72,NEAT1,1
Q96PU8,NEAT1,1
Q93062,NEAT1,1
Q5T481,NEAT1,1
P38432,NEAT1,1
Q9C0J8,NEBL-AS1,1
Q9C0J8,NEGR1-IT1,1
Q9C0J8,NEXN-AS1,1
Q9C0J8,NKX2-1-AS1,1
Q9C0J8,NLGN1-AS1,1
P55265,NLGN4Y-AS1,1
Q9C0J8,NOP14-AS1,1
P55265,NPHP3-AS1,1
Q9C0J8,NPHP3-AS1,1
P55265,NPSR1-AS1,1
Q9C0J8,NPSR1-AS1,1
Q9C0J8,NR2F1-AS1,1
Q9C0J8,NR2F2-AS1,1
Q9C0J8,NREP-AS1,1
P14866,NRG1-IT1,1
P55265,NRG1-IT1,1
Q9C0J8,NRG1-IT1,1
Q9C0J8,NTM-IT,1
Q9C0J8,NTRK3-AS1,1
Q9C0J8,NUCB1-AS1,1
P55265,NUTM2A-AS1,1
Q9C0J8,NUTM2A-AS1,1
Q9C0J8,OCIAD1-AS1,1
Q9C0J8,OGFR-AS1,1
Q9C0J8,OIP5-AS1,1
Q9UKA9,OIP5-AS1,1
Q8TB72,OIP5-AS1,1
Q5T481,OIP5-AS1,1
Q9C0J8,OOEP-AS1,1
Q9C0J8,OPA1-AS1,1
Q9C0J8,OPCML-IT1,1
P55265,OSBPL10-AS1,1
Q9C0J8,OSBPL10-AS1,1
Q9UKA9,OSBPL10-AS1,1
Q9C0J8,OSGEPL1-AS1,1
Q9C0J8,OSTM1-AS1,1
Q9C0J8,OSTN-AS1,1
P55265,OTX2-AS1,1
Q9C0J8,OTX2-AS1,1
Q9C0J8,OVCH1-AS1,1
Q9C0J8,PABPC5-AS1,1
Q9C0J8,PAN3-AS1,1
Q9C0J8,PAPPA-AS2,1
Q9C0J8,PART1,1
P55265,PAXBP1-AS1,1
Q9C0J8,PAXBP1-AS1,1
Q9C0J8,PCA3,1
Q9C0J8,PCAT1,1
Q9C0J8,PCAT4,1
Q9C0J8,PCAT6,1
Q9C0J8,PCAT7,1
P55265,PCBP1-AS1,1
Q9C0J8,PCBP1-AS1,1
Q9C0J8,PCCA-AS1,1
Q9C0J8,PCDH9-AS1,1
P55265,PCDH9-AS2,1
Q9C0J8,PCDH9-AS2,1
Q9C0J8,PCDH9-AS3,1
Q9C0J8,PCDH9-AS4,1
Q9C0J8,PCGEM1,1
Q9C0J8,PCOLCE-AS1,1
Q9C0J8,PCYT1B-AS1,1
Q9C0J8,PDCD4-AS1,1
Q9C0J8,PDZRN3-AS1,1
Q9C0J8,PEX5L-AS2,1
Q9C0J8,PHKA1-AS1,1
Q9C0J8,PHKA2-AS1,1
P55265,PINK1-AS,1
Q9C0J8,PINK1-AS,1
