Protein,RNA,Label
B4FB39,ZmalncRNA603,0
B4FB39,ZmalncRNA609,0
B4FB39,ZmalncRNA644,0
B4FB39,ZmalncRNA649,0
B4FB39,ZmalncRNA653,0
B4FB39,ZmalncRNA684,0
B4FB39,ZmalncRNA711,0
B4FB39,ZmalncRNA731,0
B4FB39,ZmalncRNA745,0
B4FB39,ZmalncRNA796,0
B4FB39,ZmalncRNA797,0
B4FB39,ZmalncRNA888,0
B4FB39,ZmalncRNA901,0
B4FB39,ZmalncRNA916,0
B4FB39,ZmalncRNA917,0
B4FB39,ZmalncRNA932,0
B4FB39,ZmalncRNA950,0
B4FB39,ZmalncRNA961,0
B4FB39,ZmalncRNA979,0
B4FB39,ZmalncRNA1028,0
B4FB39,ZmalncRNA1033,0
B4FB39,ZmalncRNA1055,0
B4FB39,ZmalncRNA1073,0
B4FB39,ZmalncRNA1132,0
B4FB39,ZmalncRNA1154,0
B4FB39,ZmalncRNA1172,0
B4FB39,ZmalncRNA1182,0
B4FB39,ZmalncRNA1197,0
B4FB39,ZmalncRNA1360,0
B4FB39,ZmalncRNA1369,0
B4FB39,ZmalncRNA1460,0
B4FB39,ZmalncRNA1482,0
B4FB39,ZmalncRNA1490,0
B4FB39,ZmalncRNA1514,0
B4FB39,ZmalncRNA1546,0
B4FB39,ZmalncRNA1556,0
B4FB39,ZmalncRNA1599,0
B4FB39,ZmalncRNA1629,0
B4FB39,ZmalncRNA1650,0
B4FB39,ZmalncRNA1677,0
B4FB39,ZmalncRNA1686,0
B4FB39,ZmalncRNA1698,0
B4FBV8,ZmalncRNA174,0
B4FBV8,ZmalncRNA259,0
B4FBV8,ZmalncRNA424,0
B4FBV8,ZmalncRNA466,0
B4FBV8,ZmalncRNA515,0
B4FBV8,ZmalncRNA516,0
B4FBV8,ZmalncRNA603,0
B4FBV8,ZmalncRNA609,0
B4FBV8,ZmalncRNA644,0
B4FBV8,ZmalncRNA649,0
B4FBV8,ZmalncRNA653,0
B4FBV8,ZmalncRNA684,0
B4FBV8,ZmalncRNA711,0
B4FBV8,ZmalncRNA745,0
B4FBV8,ZmalncRNA796,0
B4FBV8,ZmalncRNA797,0
B4FBV8,ZmalncRNA888,0
B4FBV8,ZmalncRNA901,0
B4FBV8,ZmalncRNA916,0
B4FBV8,ZmalncRNA917,0
B4FBV8,ZmalncRNA932,0
B4FBV8,ZmalncRNA950,0
B4FBV8,ZmalncRNA961,0
B4FBV8,ZmalncRNA979,0
B4FBV8,ZmalncRNA1028,0
B4FBV8,ZmalncRNA1033,0
B4FBV8,ZmalncRNA1055,0
B4FBV8,ZmalncRNA1073,0
B4FBV8,ZmalncRNA1132,0
B4FBV8,ZmalncRNA1154,0
B4FBV8,ZmalncRNA1172,0
B4FBV8,ZmalncRNA1182,0
B4FBV8,ZmalncRNA1197,0
B4FBV8,ZmalncRNA1360,0
B4FBV8,ZmalncRNA1392,0
B4FBV8,ZmalncRNA1460,0
B4FBV8,ZmalncRNA1482,0
B4FBV8,ZmalncRNA1490,0
B4FBV8,ZmalncRNA1514,0
B4FBV8,ZmalncRNA1546,0
B4FBV8,ZmalncRNA1556,0
B4FBV8,ZmalncRNA1599,0
B4FBV8,ZmalncRNA1629,0
B4FBV8,ZmalncRNA1650,0
B4FBV8,ZmalncRNA1677,0
B4FBV8,ZmalncRNA1686,0
B4FBV8,ZmalncRNA1698,0
B4FCE3,ZmalncRNA174,0
B4FCE3,ZmalncRNA259,0
B4FCE3,ZmalncRNA424,0
B4FCE3,ZmalncRNA466,0
B4FCE3,ZmalncRNA484,0
B4FCE3,ZmalncRNA515,0
B4FCE3,ZmalncRNA516,0
B4FCE3,ZmalncRNA609,0
B4FCE3,ZmalncRNA644,0
B4FCE3,ZmalncRNA649,0
B4FCE3,ZmalncRNA653,0
B4FCE3,ZmalncRNA684,0
B4FCE3,ZmalncRNA711,0
B4FCE3,ZmalncRNA731,0
B4FCE3,ZmalncRNA796,0
B4FCE3,ZmalncRNA888,0
B4FCE3,ZmalncRNA901,0
B4FCE3,ZmalncRNA916,0
B4FCE3,ZmalncRNA917,0
B4FCE3,ZmalncRNA932,0
B4FCE3,ZmalncRNA950,0
B4FCE3,ZmalncRNA961,0
B4FCE3,ZmalncRNA979,0
B4FCE3,ZmalncRNA1028,0
B4FCE3,ZmalncRNA1033,0
B4FCE3,ZmalncRNA1055,0
B4FCE3,ZmalncRNA1073,0
B4FCE3,ZmalncRNA1132,0
B4FCE3,ZmalncRNA1154,0
B4FCE3,ZmalncRNA1172,0
B4FCE3,ZmalncRNA1182,0
B4FCE3,ZmalncRNA1197,0
B4FCE3,ZmalncRNA1360,0
B4FCE3,ZmalncRNA1369,0
B4FCE3,ZmalncRNA1392,0
B4FCE3,ZmalncRNA1460,0
B4FCE3,ZmalncRNA1482,0
B4FCE3,ZmalncRNA1490,0
B4FCE3,ZmalncRNA1514,0
B4FCE3,ZmalncRNA1546,0
B4FCE3,ZmalncRNA1556,0
B4FCE3,ZmalncRNA1629,0
B4FCE3,ZmalncRNA1650,0
B4FCE3,ZmalncRNA1677,0
B4FCE3,ZmalncRNA1686,0
B4FCE3,ZmalncRNA1698,0
B4FDA8,ZmalncRNA174,0
B4FDA8,ZmalncRNA259,0
B4FDA8,ZmalncRNA424,0
B4FDA8,ZmalncRNA466,0
B4FDA8,ZmalncRNA484,0
B4FDA8,ZmalncRNA515,0
B4FDA8,ZmalncRNA516,0
B4FDA8,ZmalncRNA557,0
B4FDA8,ZmalncRNA567,0
B4FDA8,ZmalncRNA603,0
B4FDA8,ZmalncRNA609,0
B4FDA8,ZmalncRNA644,0
B4FDA8,ZmalncRNA647,0
B4FDA8,ZmalncRNA649,0
B4FDA8,ZmalncRNA653,0
B4FDA8,ZmalncRNA684,0
B4FDA8,ZmalncRNA711,0
B4FDA8,ZmalncRNA731,0
B4FDA8,ZmalncRNA745,0
B4FDA8,ZmalncRNA796,0
B4FDA8,ZmalncRNA797,0
B4FDA8,ZmalncRNA888,0
B4FDA8,ZmalncRNA901,0
B4FDA8,ZmalncRNA916,0
B4FDA8,ZmalncRNA917,0
B4FDA8,ZmalncRNA932,0
B4FDA8,ZmalncRNA950,0
B4FDA8,ZmalncRNA961,0
B4FDA8,ZmalncRNA979,0
B4FDA8,ZmalncRNA1028,0
B4FDA8,ZmalncRNA1033,0
B4FDA8,ZmalncRNA1055,0
B4FDA8,ZmalncRNA1073,0
B4FDA8,ZmalncRNA1132,0
B4FDA8,ZmalncRNA1172,0
B4FDA8,ZmalncRNA1182,0
B4FDA8,ZmalncRNA1197,0
B4FDA8,ZmalncRNA1349,0
B4FDA8,ZmalncRNA1360,0
B4FDA8,ZmalncRNA1369,0
B4FDA8,ZmalncRNA1392,0
B4FDA8,ZmalncRNA1427,0
B4FDA8,ZmalncRNA1460,0
B4FDA8,ZmalncRNA1482,0
B4FDA8,ZmalncRNA1490,0
B4FDA8,ZmalncRNA1514,0
B4FDA8,ZmalncRNA1546,0
B4FDA8,ZmalncRNA1556,0
B4FDA8,ZmalncRNA1599,0
B4FDA8,ZmalncRNA1629,0
B4FDA8,ZmalncRNA1650,0
B4FDA8,ZmalncRNA1677,0
B4FDA8,ZmalncRNA1686,0
B4FDA8,ZmalncRNA1698,0
B4FGK8,ZmalncRNA174,0
B4FGK8,ZmalncRNA259,0
B4FGK8,ZmalncRNA424,0
B4FGK8,ZmalncRNA466,0
B4FGK8,ZmalncRNA515,0
B4FGK8,ZmalncRNA516,0
B4FGK8,ZmalncRNA567,0
B4FGK8,ZmalncRNA609,0
B4FGK8,ZmalncRNA644,0
B4FGK8,ZmalncRNA653,0
B4FGK8,ZmalncRNA684,0
B4FGK8,ZmalncRNA731,0
B4FGK8,ZmalncRNA745,0
B4FGK8,ZmalncRNA796,0
B4FGK8,ZmalncRNA824,0
B4FGK8,ZmalncRNA888,0
B4FGK8,ZmalncRNA917,0
B4FGK8,ZmalncRNA932,0
B4FGK8,ZmalncRNA961,0
B4FGK8,ZmalncRNA979,0
B4FGK8,ZmalncRNA1028,0
B4FGK8,ZmalncRNA1055,0
B4FGK8,ZmalncRNA1073,0
B4FGK8,ZmalncRNA1132,0
B4FGK8,ZmalncRNA1172,0
B4FGK8,ZmalncRNA1182,0
B4FGK8,ZmalncRNA1197,0
B4FGK8,ZmalncRNA1360,0
B4FGK8,ZmalncRNA1369,0
B4FGK8,ZmalncRNA1460,0
B4FGK8,ZmalncRNA1482,0
B4FGK8,ZmalncRNA1514,0
B4FGK8,ZmalncRNA1546,0
B4FGK8,ZmalncRNA1556,0
B4FGK8,ZmalncRNA1599,0
B4FGK8,ZmalncRNA1629,0
B4FGK8,ZmalncRNA1650,0
B4FGK8,ZmalncRNA1677,0
B4FGK8,ZmalncRNA1686,0
B4FGK8,ZmalncRNA1698,0
B4FHE9,ZmalncRNA174,0
B4FHE9,ZmalncRNA259,0
B4FHE9,ZmalncRNA424,0
B4FHE9,ZmalncRNA466,0
B4FHE9,ZmalncRNA515,0
B4FHE9,ZmalncRNA516,0
B4FHE9,ZmalncRNA567,0
B4FHE9,ZmalncRNA609,0
B4FHE9,ZmalncRNA653,0
B4FHE9,ZmalncRNA657,0
B4FHE9,ZmalncRNA711,0
B4FHE9,ZmalncRNA731,0
B4FHE9,ZmalncRNA745,0
B4FHE9,ZmalncRNA796,0
B4FHE9,ZmalncRNA824,0
B4FHE9,ZmalncRNA888,0
B4FHE9,ZmalncRNA916,0
B4FHE9,ZmalncRNA917,0
B4FHE9,ZmalncRNA932,0
B4FHE9,ZmalncRNA961,0
B4FHE9,ZmalncRNA979,0
B4FHE9,ZmalncRNA1028,0
B4FHE9,ZmalncRNA1055,0
B4FHE9,ZmalncRNA1073,0
B4FHE9,ZmalncRNA1132,0
B4FHE9,ZmalncRNA1172,0
B4FHE9,ZmalncRNA1182,0
B4FHE9,ZmalncRNA1197,0
B4FHE9,ZmalncRNA1360,0
B4FHE9,ZmalncRNA1392,0
B4FHE9,ZmalncRNA1460,0
B4FHE9,ZmalncRNA1482,0
B4FHE9,ZmalncRNA1490,0
B4FHE9,ZmalncRNA1514,0
B4FHE9,ZmalncRNA1546,0
B4FHE9,ZmalncRNA1556,0
B4FHE9,ZmalncRNA1599,0
B4FHE9,ZmalncRNA1629,0
B4FHE9,ZmalncRNA1650,0
B4FHE9,ZmalncRNA1677,0
B4FHE9,ZmalncRNA1686,0
B4FHE9,ZmalncRNA1698,0
B4FLX0,ZmalncRNA174,0
B4FLX0,ZmalncRNA259,0
B4FLX0,ZmalncRNA424,0
B4FLX0,ZmalncRNA466,0
B4FLX0,ZmalncRNA515,0
B4FLX0,ZmalncRNA516,0
B4FLX0,ZmalncRNA603,0
B4FLX0,ZmalncRNA609,0
B4FLX0,ZmalncRNA644,0
B4FLX0,ZmalncRNA649,0
B4FLX0,ZmalncRNA653,0
B4FLX0,ZmalncRNA684,0
B4FLX0,ZmalncRNA711,0
B4FLX0,ZmalncRNA745,0
B4FLX0,ZmalncRNA796,0
B4FLX0,ZmalncRNA797,0
B4FLX0,ZmalncRNA824,0
B4FLX0,ZmalncRNA888,0
B4FLX0,ZmalncRNA901,0
B4FLX0,ZmalncRNA916,0
B4FLX0,ZmalncRNA917,0
B4FLX0,ZmalncRNA932,0
B4FLX0,ZmalncRNA961,0
B4FLX0,ZmalncRNA979,0
B4FLX0,ZmalncRNA1028,0
B4FLX0,ZmalncRNA1055,0
B4FLX0,ZmalncRNA1073,0
B4FLX0,ZmalncRNA1132,0
B4FLX0,ZmalncRNA1172,0
B4FLX0,ZmalncRNA1182,0
B4FLX0,ZmalncRNA1197,0
B4FLX0,ZmalncRNA1360,0
B4FLX0,ZmalncRNA1392,0
B4FLX0,ZmalncRNA1460,0
B4FLX0,ZmalncRNA1482,0
B4FLX0,ZmalncRNA1490,0
B4FLX0,ZmalncRNA1514,0
B4FLX0,ZmalncRNA1546,0
B4FLX0,ZmalncRNA1556,0
B4FLX0,ZmalncRNA1629,0
B4FLX0,ZmalncRNA1650,0
B4FLX0,ZmalncRNA1677,0
B4FLX0,ZmalncRNA1686,0
B4FLX0,ZmalncRNA1698,0
B4FMA8,ZmalncRNA174,0
B4FMA8,ZmalncRNA259,0
B4FMA8,ZmalncRNA424,0
B4FMA8,ZmalncRNA466,0
B4FMA8,ZmalncRNA484,0
B4FMA8,ZmalncRNA515,0
B4FMA8,ZmalncRNA516,0
B4FMA8,ZmalncRNA557,0
B4FMA8,ZmalncRNA567,0
B4FMA8,ZmalncRNA603,0
B4FMA8,ZmalncRNA609,0
B4FMA8,ZmalncRNA644,0
B4FMA8,ZmalncRNA647,0
B4FMA8,ZmalncRNA653,0
B4FMA8,ZmalncRNA684,0
B4FMA8,ZmalncRNA711,0
B4FMA8,ZmalncRNA731,0
B4FMA8,ZmalncRNA745,0
B4FMA8,ZmalncRNA796,0
B4FMA8,ZmalncRNA797,0
B4FMA8,ZmalncRNA824,0
B4FMA8,ZmalncRNA888,0
B4FMA8,ZmalncRNA901,0
B4FMA8,ZmalncRNA916,0
B4FMA8,ZmalncRNA917,0
B4FMA8,ZmalncRNA932,0
B4FMA8,ZmalncRNA950,0
B4FMA8,ZmalncRNA961,0
B4FMA8,ZmalncRNA979,0
B4FMA8,ZmalncRNA1028,0
B4FMA8,ZmalncRNA1055,0
B4FMA8,ZmalncRNA1073,0
B4FMA8,ZmalncRNA1132,0
B4FMA8,ZmalncRNA1154,0
B4FMA8,ZmalncRNA1172,0
B4FMA8,ZmalncRNA1182,0
B4FMA8,ZmalncRNA1197,0
B4FMA8,ZmalncRNA1349,0
B4FMA8,ZmalncRNA1360,0
B4FMA8,ZmalncRNA1369,0
B4FMA8,ZmalncRNA1392,0
B4FMA8,ZmalncRNA1427,0
B4FMA8,ZmalncRNA1460,0
B4FMA8,ZmalncRNA1482,0
B4FMA8,ZmalncRNA1490,0
B4FMA8,ZmalncRNA1514,0
B4FMA8,ZmalncRNA1546,0
B4FMA8,ZmalncRNA1556,0
B4FMA8,ZmalncRNA1599,0
B4FMA8,ZmalncRNA1629,0
B4FMA8,ZmalncRNA1650,0
B4FMA8,ZmalncRNA1677,0
B4FMA8,ZmalncRNA1686,0
B4FMA8,ZmalncRNA1698,0
B4FNR5,ZmalncRNA174,0
B4FNR5,ZmalncRNA259,0
B4FNR5,ZmalncRNA424,0
B4FNR5,ZmalncRNA466,0
B4FNR5,ZmalncRNA484,0
B4FNR5,ZmalncRNA515,0
B4FNR5,ZmalncRNA516,0
B4FNR5,ZmalncRNA609,0
B4FNR5,ZmalncRNA644,0
B4FNR5,ZmalncRNA649,0
B4FNR5,ZmalncRNA653,0
B4FNR5,ZmalncRNA684,0
B4FNR5,ZmalncRNA731,0
B4FNR5,ZmalncRNA796,0
B4FNR5,ZmalncRNA888,0
B4FNR5,ZmalncRNA916,0
B4FNR5,ZmalncRNA917,0
B4FNR5,ZmalncRNA932,0
B4FNR5,ZmalncRNA950,0
B4FNR5,ZmalncRNA961,0
B4FNR5,ZmalncRNA979,0
B4FNR5,ZmalncRNA1028,0
B4FNR5,ZmalncRNA1033,0
B4FNR5,ZmalncRNA1055,0
B4FNR5,ZmalncRNA1073,0
B4FNR5,ZmalncRNA1132,0
B4FNR5,ZmalncRNA1172,0
B4FNR5,ZmalncRNA1182,0
B4FNR5,ZmalncRNA1197,0
B4FNR5,ZmalncRNA1360,0
B4FNR5,ZmalncRNA1369,0
B4FNR5,ZmalncRNA1460,0
B4FNR5,ZmalncRNA1482,0
B4FNR5,ZmalncRNA1490,0
B4FNR5,ZmalncRNA1514,0
B4FNR5,ZmalncRNA1546,0
B4FNR5,ZmalncRNA1556,0
B4FNR5,ZmalncRNA1629,0
B4FNR5,ZmalncRNA1650,0
B4FNR5,ZmalncRNA1677,0
B4FNR5,ZmalncRNA1686,0
B4FNR5,ZmalncRNA1698,0
B4FPJ2,ZmalncRNA174,0
B4FPJ2,ZmalncRNA259,0
B4FPJ2,ZmalncRNA424,0
B4FPJ2,ZmalncRNA466,0
B4FPJ2,ZmalncRNA484,0
B4FPJ2,ZmalncRNA515,0
B4FPJ2,ZmalncRNA516,0
B4FPJ2,ZmalncRNA609,0
B4FPJ2,ZmalncRNA644,0
B4FPJ2,ZmalncRNA649,0
B4FPJ2,ZmalncRNA653,0
B4FPJ2,ZmalncRNA684,0
B4FPJ2,ZmalncRNA796,0
B4FPJ2,ZmalncRNA888,0
B4FPJ2,ZmalncRNA916,0
B4FPJ2,ZmalncRNA917,0
B4FPJ2,ZmalncRNA932,0
B4FPJ2,ZmalncRNA950,0
B4FPJ2,ZmalncRNA961,0
B4FPJ2,ZmalncRNA979,0
B4FPJ2,ZmalncRNA1028,0
B4FPJ2,ZmalncRNA1033,0
B4FPJ2,ZmalncRNA1055,0
B4FPJ2,ZmalncRNA1073,0
B4FPJ2,ZmalncRNA1132,0
B4FPJ2,ZmalncRNA1154,0
B4FPJ2,ZmalncRNA1172,0
B4FPJ2,ZmalncRNA1182,0
B4FPJ2,ZmalncRNA1197,0
B4FPJ2,ZmalncRNA1360,0
B4FPJ2,ZmalncRNA1369,0
B4FPJ2,ZmalncRNA1460,0
B4FPJ2,ZmalncRNA1482,0
B4FPJ2,ZmalncRNA1514,0
B4FPJ2,ZmalncRNA1546,0
B4FPJ2,ZmalncRNA1556,0
B4FPJ2,ZmalncRNA1629,0
B4FPJ2,ZmalncRNA1650,0
B4FPJ2,ZmalncRNA1677,0
B4FPJ2,ZmalncRNA1686,0
B4FPJ2,ZmalncRNA1698,0
B4FSW0,ZmalncRNA174,0
B4FSW0,ZmalncRNA259,0
B4FSW0,ZmalncRNA424,0
B4FSW0,ZmalncRNA466,0
B4FSW0,ZmalncRNA484,0
B4FSW0,ZmalncRNA515,0
B4FSW0,ZmalncRNA516,0
B4FSW0,ZmalncRNA609,0
B4FSW0,ZmalncRNA644,0
B4FSW0,ZmalncRNA649,0
B4FSW0,ZmalncRNA653,0
B4FSW0,ZmalncRNA684,0
B4FSW0,ZmalncRNA711,0
B4FSW0,ZmalncRNA731,0
B4FSW0,ZmalncRNA745,0
B4FSW0,ZmalncRNA796,0
B4FSW0,ZmalncRNA888,0
B4FSW0,ZmalncRNA916,0
B4FSW0,ZmalncRNA917,0
B4FSW0,ZmalncRNA932,0
B4FSW0,ZmalncRNA950,0
B4FSW0,ZmalncRNA961,0
B4FSW0,ZmalncRNA979,0
B4FSW0,ZmalncRNA1028,0
B4FSW0,ZmalncRNA1033,0
B4FSW0,ZmalncRNA1055,0
B4FSW0,ZmalncRNA1073,0
B4FSW0,ZmalncRNA1132,0
B4FSW0,ZmalncRNA1172,0
B4FSW0,ZmalncRNA1182,0
B4FSW0,ZmalncRNA1197,0
B4FSW0,ZmalncRNA1360,0
B4FSW0,ZmalncRNA1369,0
B4FSW0,ZmalncRNA1460,0
B4FSW0,ZmalncRNA1482,0
B4FSW0,ZmalncRNA1490,0
B4FSW0,ZmalncRNA1514,0
B4FSW0,ZmalncRNA1546,0
B4FSW0,ZmalncRNA1556,0
B4FSW0,ZmalncRNA1629,0
B4FSW0,ZmalncRNA1650,0
B4FSW0,ZmalncRNA1677,0
B4FSW0,ZmalncRNA1686,0
B4FSW0,ZmalncRNA1698,0
B6SIF0,ZmalncRNA174,0
B6SIF0,ZmalncRNA259,0
B6SIF0,ZmalncRNA424,0
B6SIF0,ZmalncRNA466,0
B6SIF0,ZmalncRNA484,0
B6SIF0,ZmalncRNA515,0
B6SIF0,ZmalncRNA516,0
B6SIF0,ZmalncRNA603,0
B6SIF0,ZmalncRNA609,0
B6SIF0,ZmalncRNA644,0
B6SIF0,ZmalncRNA649,0
B6SIF0,ZmalncRNA653,0
B6SIF0,ZmalncRNA684,0
B6SIF0,ZmalncRNA711,0
B6SIF0,ZmalncRNA731,0
B6SIF0,ZmalncRNA796,0
B6SIF0,ZmalncRNA797,0
B6SIF0,ZmalncRNA888,0
B6SIF0,ZmalncRNA901,0
B6SIF0,ZmalncRNA916,0
B6SIF0,ZmalncRNA917,0
B6SIF0,ZmalncRNA932,0
B6SIF0,ZmalncRNA950,0
B6SIF0,ZmalncRNA961,0
B6SIF0,ZmalncRNA979,0
B6SIF0,ZmalncRNA1028,0
B6SIF0,ZmalncRNA1033,0
B6SIF0,ZmalncRNA1055,0
B6SIF0,ZmalncRNA1073,0
B6SIF0,ZmalncRNA1132,0
B6SIF0,ZmalncRNA1154,0
B6SIF0,ZmalncRNA1172,0
B6SIF0,ZmalncRNA1182,0
B6SIF0,ZmalncRNA1197,0
B6SIF0,ZmalncRNA1360,0
B6SIF0,ZmalncRNA1369,0
B6SIF0,ZmalncRNA1392,0
B6SIF0,ZmalncRNA1460,0
B6SIF0,ZmalncRNA1482,0
B6SIF0,ZmalncRNA1490,0
B6SIF0,ZmalncRNA1514,0
B6SIF0,ZmalncRNA1546,0
B6SIF0,ZmalncRNA1556,0
B6SIF0,ZmalncRNA1599,0
B6SIF0,ZmalncRNA1629,0
B6SIF0,ZmalncRNA1650,0
B6SIF0,ZmalncRNA1677,0
B6SIF0,ZmalncRNA1686,0
B6SIF0,ZmalncRNA1698,0
B6SP74,ZmalncRNA174,0
B6SP74,ZmalncRNA259,0
B6SP74,ZmalncRNA424,0
B6SP74,ZmalncRNA466,0
B6SP74,ZmalncRNA484,0
B6SP74,ZmalncRNA515,0
B6SP74,ZmalncRNA516,0
B6SP74,ZmalncRNA557,0
B6SP74,ZmalncRNA603,0
B6SP74,ZmalncRNA609,0
B6SP74,ZmalncRNA644,0
B6SP74,ZmalncRNA649,0
B6SP74,ZmalncRNA653,0
B6SP74,ZmalncRNA684,0
B6SP74,ZmalncRNA711,0
B6SP74,ZmalncRNA731,0
B6SP74,ZmalncRNA796,0
B6SP74,ZmalncRNA888,0
B6SP74,ZmalncRNA901,0
B6SP74,ZmalncRNA916,0
B6SP74,ZmalncRNA917,0
B6SP74,ZmalncRNA932,0
B6SP74,ZmalncRNA950,0
B6SP74,ZmalncRNA961,0
B6SP74,ZmalncRNA979,0
B6SP74,ZmalncRNA1028,0
B6SP74,ZmalncRNA1033,0
B6SP74,ZmalncRNA1055,0
B6SP74,ZmalncRNA1073,0
B6SP74,ZmalncRNA1132,0
B6SP74,ZmalncRNA1154,0
B6SP74,ZmalncRNA1172,0
B6SP74,ZmalncRNA1182,0
B6SP74,ZmalncRNA1197,0
B6SP74,ZmalncRNA1349,0
B6SP74,ZmalncRNA1360,0
B6SP74,ZmalncRNA1369,0
B6SP74,ZmalncRNA1392,0
B6SP74,ZmalncRNA1427,0
B6SP74,ZmalncRNA1460,0
B6SP74,ZmalncRNA1482,0
B6SP74,ZmalncRNA1490,0
B6SP74,ZmalncRNA1514,0
B6SP74,ZmalncRNA1546,0
B6SP74,ZmalncRNA1556,0
B6SP74,ZmalncRNA1629,0
B6SP74,ZmalncRNA1650,0
B6SP74,ZmalncRNA1677,0
B6SP74,ZmalncRNA1686,0
B6SP74,ZmalncRNA1698,0
B6SXV2,ZmalncRNA174,0
B6SXV2,ZmalncRNA259,0
B6SXV2,ZmalncRNA424,0
B6SXV2,ZmalncRNA466,0
B6SXV2,ZmalncRNA515,0
B6SXV2,ZmalncRNA516,0
B6SXV2,ZmalncRNA609,0
B6SXV2,ZmalncRNA649,0
B6SXV2,ZmalncRNA653,0
B6SXV2,ZmalncRNA657,0
B6SXV2,ZmalncRNA731,0
B6SXV2,ZmalncRNA796,0
B6SXV2,ZmalncRNA888,0
B6SXV2,ZmalncRNA916,0
B6SXV2,ZmalncRNA917,0
B6SXV2,ZmalncRNA932,0
B6SXV2,ZmalncRNA961,0
B6SXV2,ZmalncRNA979,0
B6SXV2,ZmalncRNA1028,0
B6SXV2,ZmalncRNA1033,0
B6SXV2,ZmalncRNA1055,0
B6SXV2,ZmalncRNA1073,0
B6SXV2,ZmalncRNA1132,0
B6SXV2,ZmalncRNA1172,0
B6SXV2,ZmalncRNA1182,0
B6SXV2,ZmalncRNA1197,0
B6SXV2,ZmalncRNA1360,0
B6SXV2,ZmalncRNA1369,0
B6SXV2,ZmalncRNA1460,0
B6SXV2,ZmalncRNA1482,0
B6SXV2,ZmalncRNA1514,0
B6SXV2,ZmalncRNA1546,0
B6SXV2,ZmalncRNA1556,0
B6SXV2,ZmalncRNA1629,0
B6SXV2,ZmalncRNA1650,0
B6SXV2,ZmalncRNA1677,0
B6SXV2,ZmalncRNA1686,0
B6SXV2,ZmalncRNA1698,0
B6T6E9,ZmalncRNA174,0
B6T6E9,ZmalncRNA259,0
B6T6E9,ZmalncRNA424,0
B6T6E9,ZmalncRNA466,0
B6T6E9,ZmalncRNA484,0
B6T6E9,ZmalncRNA515,0
B6T6E9,ZmalncRNA516,0
B6T6E9,ZmalncRNA557,0
B6T6E9,ZmalncRNA603,0
B6T6E9,ZmalncRNA609,0
B6T6E9,ZmalncRNA644,0
B6T6E9,ZmalncRNA649,0
B6T6E9,ZmalncRNA653,0
B6T6E9,ZmalncRNA684,0
B6T6E9,ZmalncRNA711,0
B6T6E9,ZmalncRNA731,0
B6T6E9,ZmalncRNA745,0
B6T6E9,ZmalncRNA796,0
B6T6E9,ZmalncRNA797,0
B6T6E9,ZmalncRNA888,0
B6T6E9,ZmalncRNA901,0
B6T6E9,ZmalncRNA916,0
B6T6E9,ZmalncRNA917,0
B6T6E9,ZmalncRNA932,0
B6T6E9,ZmalncRNA950,0
B6T6E9,ZmalncRNA961,0
B6T6E9,ZmalncRNA979,0
B6T6E9,ZmalncRNA1028,0
B6T6E9,ZmalncRNA1033,0
B6T6E9,ZmalncRNA1055,0
B6T6E9,ZmalncRNA1073,0
B6T6E9,ZmalncRNA1132,0
B6T6E9,ZmalncRNA1154,0
B6T6E9,ZmalncRNA1172,0
B6T6E9,ZmalncRNA1182,0
B6T6E9,ZmalncRNA1197,0
B6T6E9,ZmalncRNA1360,0
B6T6E9,ZmalncRNA1369,0
B6T6E9,ZmalncRNA1392,0
B6T6E9,ZmalncRNA1427,0
B6T6E9,ZmalncRNA1460,0
B6T6E9,ZmalncRNA1482,0
B6T6E9,ZmalncRNA1490,0
B6T6E9,ZmalncRNA1514,0
B6T6E9,ZmalncRNA1546,0
B6T6E9,ZmalncRNA1556,0
B6T6E9,ZmalncRNA1599,0
B6T6E9,ZmalncRNA1629,0
B6T6E9,ZmalncRNA1650,0
B6T6E9,ZmalncRNA1677,0
B6T6E9,ZmalncRNA1686,0
B6T6E9,ZmalncRNA1698,0
B6T6H4,ZmalncRNA174,0
B6T6H4,ZmalncRNA259,0
B6T6H4,ZmalncRNA424,0
B6T6H4,ZmalncRNA466,0
B6T6H4,ZmalncRNA515,0
B6T6H4,ZmalncRNA516,0
B6T6H4,ZmalncRNA557,0
B6T6H4,ZmalncRNA567,0
B6T6H4,ZmalncRNA603,0
B6T6H4,ZmalncRNA609,0
B6T6H4,ZmalncRNA649,0
B6T6H4,ZmalncRNA653,0
B6T6H4,ZmalncRNA657,0
B6T6H4,ZmalncRNA684,0
B6T6H4,ZmalncRNA711,0
B6T6H4,ZmalncRNA731,0
B6T6H4,ZmalncRNA745,0
B6T6H4,ZmalncRNA796,0
B6T6H4,ZmalncRNA797,0
B6T6H4,ZmalncRNA824,0
B6T6H4,ZmalncRNA888,0
B6T6H4,ZmalncRNA901,0
B6T6H4,ZmalncRNA916,0
B6T6H4,ZmalncRNA917,0
B6T6H4,ZmalncRNA932,0
B6T6H4,ZmalncRNA961,0
B6T6H4,ZmalncRNA979,0
B6T6H4,ZmalncRNA1028,0
B6T6H4,ZmalncRNA1033,0
B6T6H4,ZmalncRNA1055,0
B6T6H4,ZmalncRNA1073,0
B6T6H4,ZmalncRNA1132,0
B6T6H4,ZmalncRNA1172,0
B6T6H4,ZmalncRNA1182,0
B6T6H4,ZmalncRNA1197,0
